Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
PFM-004,Portfolio and Core-Function Management,Roadmaps,"Users shall create time-phased roadmaps by enterprise, division, mission, capability, customer, product, program, and strategic objective.",Must,1,Likely OOTB,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-005,Portfolio and Core-Function Management,Portfolio health,"The platform shall calculate transparent portfolio health using configurable schedule, cost, scope, resource, risk, dependency, benefit, data-quality, milestone, and reporting-currency thresholds.",Must,1,Configure,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-006,Portfolio and Core-Function Management,Health override,"Authorized owners may override calculated health only with rationale, duration, and an audit record showing the calculated and reported states.",Must,1,Configure,Portfolio and Core-Function Management,Division Chief,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-007,Portfolio and Core-Function Management,Interdependency map,"Users shall visualize cross-division and external dependencies among missions, core functions, projects, milestones, resources, systems, data products, standards, decisions, and stakeholders.",Must,3,Extend,Portfolio and Core-Function Management,Enterprise Architect,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-008,Portfolio and Core-Function Management,Critical path across projects,"The platform shall identify portfolio-level milestones and dependencies whose delay would affect multiple projects, divisions, or mission outcomes.",Must,4,Extend,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-009,Portfolio and Core-Function Management,Roadblock management,"Users shall record roadblocks with owner, severity, impacted work, decision needed, target resolution, escalation level, aging, and resolution evidence.",Must,2,Configure,Portfolio and Core-Function Management,Project Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-010,Portfolio and Core-Function Management,Strategic balance,"The platform shall show investment balance across mission areas, divisions, demand types, time horizons, risk levels, beneficiaries, and modernization versus sustainment.",Must,3,Configure,Portfolio and Core-Function Management,DDC5I Portfolio Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-011,Portfolio and Core-Function Management,Portfolio baseline,"Authorized users shall create time-stamped portfolio baselines covering scope, priority, schedule, resources, costs, benefits, and assumptions.",Must,3,Configure,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-012,Portfolio and Core-Function Management,Change history,"The platform shall show what changed from each portfolio baseline, who authorized the change, and the resulting impacts.",Must,3,Configure,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-013,Portfolio and Core-Function Management,Unfunded requirement management,"The platform shall maintain an unfunded requirements list with priority, minimum viable funding, full requirement, consequence, decision window, and sponsor.",Must,3,Configure,Portfolio and Core-Function Management,Financial Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-014,Portfolio and Core-Function Management,Stop-start-continue analysis,"Leaders shall identify work to start, stop, continue, accelerate, defer, or merge and see the forecast resource and mission consequences before approval.",Must,4,Extend,Portfolio and Core-Function Management,Portfolio Governance Board,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-015,Portfolio and Core-Function Management,Portfolio review workspace,"A portfolio review workspace shall combine decisions due, changes since last review, health exceptions, resource gaps, financial variances, benefits at risk, and required leader actions.",Must,2,Configure,Portfolio and Core-Function Management,DDC5I Portfolio Owner,Demonstration,Proposed,Implemented,docs/USER_GUIDE.md#division-briefing--review; docs/ROADMAP.md#delivered-in-v070--division-briefing--review,app/main.py; app/models.py; app/services/briefings.py; app/templates/division_briefing.html; app/templates/portfolio_reviews.html; migrations/versions/0006_division_briefing_v070.py,tests/test_v070.py,Automated acceptance passed; target-host role UAT required,0.7.0,"Division briefing combines source-backed health, demand, milestones, RAID, resource, financial, benefit, decisions, questions, governed changes, actions, presentation mode, approved snapshot, My Work follow-up, and audit evidence.",
PFM-016,Portfolio and Core-Function Management,Cross-division collaboration,"A project may have one lead division and multiple supporting divisions, with effort, costs, deliverables, risks, and contributions attributable to each.",Must,2,Extend,Portfolio and Core-Function Management,Project Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-017,Portfolio and Core-Function Management,Archive and lessons,"Closed or canceled portfolio items shall remain searchable with outcomes, lessons, reusable artifacts, final cost, resource use, and disposition of unresolved actions.",Must,2,Configure,Portfolio and Core-Function Management,Knowledge Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-018,Portfolio and Core-Function Management,Enterprise hierarchy navigation,"Authorized users shall browse and drill through configurable Objective-to-Portfolio-to-Program-to-Project-to-Workstream-to-Task relationships while preserving alternate product, service, capability, and core-function structures.",Must,2,Extend,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-019,Portfolio and Core-Function Management,Integrated portfolio schedule,"The platform shall provide hierarchical schedule and Gantt views across portfolios, programs, projects, workstreams, milestones, and tasks, with filters for organization, owner, lifecycle, status, priority, and date range.",Must,3,Extend,Portfolio and Core-Function Management,Portfolio Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
PFM-020,Portfolio and Core-Function Management,Portfolio risk analytics,"Authorized users shall view configurable risk matrices, issue and risk aging, exposure trends, mitigation status, and aggregated risk by project, program, division, mission, and enterprise portfolio.",Must,3,Extend,Portfolio and Core-Function Management,Risk Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 3,MVP reference implementation; see known limitations and acceptance checklist.,
VAL-001,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Value delivery at scale,"The platform shall manage portfolio value consistently from individual tasks and deliverables through projects, programs, division portfolios, and the DDC5I enterprise portfolio, while preserving traceability to mission outcomes.",Must,1,Configure,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",DDC5I Portfolio Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
VAL-002,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Unified project-request funnel,"All incoming project requests shall enter through a single governed funnel that supports capture, scoping, cost-benefit assessment, prioritization, disposition, and conversion to execution without duplicate entry.",Must,1,Configure,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Demand Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
VAL-003,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Rapid preliminary scoping,"Demand managers shall create a preliminary scope covering desired outcome, boundaries, assumptions, deliverables, schedule range, required roles and skills, rough-order cost, benefits, dependencies, and confidence before portfolio prioritization.",Must,1,Configure,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Demand Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
VAL-004,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",End-to-end PPM automation,"The platform shall automate eligible transitions, assignments, validations, reminders, escalations, project setup, resource requests, monitoring, data roll-ups, benefit reviews, and KPI reporting across the portfolio lifecycle.",Must,1,Configure,"Portfolio Value, Methods, Blueprints, and Enterprise Scaling",Workflow Administrator,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
